compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,spin_d_carbon,spin_d_metal,egap,thermal_expansion,debye_temperature,formation_enthalpy,natoms,volume_cell,lattice_parameter,bulk_modulus,poissons_ratio,shear_modulus,youngs_modulus,thermal_conductivity
C2Sc2,aflow:dd79c4af611e7dcc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/74,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.139056,4,51.4753,4.686798626913255,,,,,
C2Sc2,aflow:f4e33ccb22241045,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/196,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.138746,4,51.4455,4.685894027622528,,,,,
C2Sc2,aflow:f7a7599c000c4a81,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/77,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.1425,4,51.4546,4.6861703013598435,,,,,
C2Si2,aflow:218d3eb91c1ada0b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/20,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.535505,4,33.4161,4.058154580439573,,,,,
C2Si2,aflow:599c2c2680b0dc4f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/448,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.53588,4,33.3643,4.05605657856593,,,,,
C2Si2,aflow:6b3ba09add70ae7a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/71,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.533878,4,33.4113,4.057960262184365,,,,,
C2Si2,aflow:91b627fbce6a677e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/447,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.535879,4,33.3588,4.055833690258041,,,,,
C2Si2,aflow:bfa9c5c1c9d08d62,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/77,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.535275,4,33.3161,4.054102432495753,,,,,
C2Si2,aflow:c1685ee0df37ff6b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/196,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.533838,4,33.4096,4.057891436672733,,,,,
C2Si2,aflow:f30eea1678441288,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/119,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.534996,4,33.3534,4.055614830628679,,,,,
C2Sn2,aflow:18a2da2b1ee4a6cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/448,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25606,4,55.1926,4.797006235025729,,,,,
C2Sn2,aflow:26748400b7b5df21,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/14,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25556,4,55.0069,4.791620217151072,,,,,
C2Sn2,aflow:331ac7b6680dce86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/197,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25852,4,55.1901,4.796933805650156,,,,,
C2Sn2,aflow:74ed1f42aa8434ad,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/119,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25396,4,55.235,4.798234304266383,,,,,
C2Sn2,aflow:9325b7b502e56b54,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/447,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25606,4,55.1911,4.796962777662852,,,,,
C2Sn2,aflow:95e163d9ccfdf13a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/71,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25854,4,55.1919,4.7969859550210385,,,,,
C2Sn2,aflow:a5977d42c7dbde7f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/20,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25683,4,55.3752,4.80229057342475,,,,,
C2Sn2,aflow:cbcd25e3695174ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/77,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25343,4,55.257,4.798871262371784,,,,,
C2Sn2,aflow:ec50b93cd4027b1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/196,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25852,4,55.1855,4.7968005298839955,,,,,
C2Sr2,aflow:0413e4f7ed7fc0e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/20,225,cF8,"['C', 'Sr']",0.835,0.12,,,,1.26448,4,91.4429,5.6762301408022005,,,,,
C2Sr2,aflow:50020e5c2ccf2c32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/71,225,cF8,"['C', 'Sr']",0.836,0.119,,,,1.26385,4,91.4935,5.677276929869874,,,,,
C2Sr2,aflow:509ca2c6949635a8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/14,225,cF8,"['C', 'Sr']",0.836,0.119,,,,1.26395,4,91.4819,5.677036988614363,,,,,
C2Sr2,aflow:6954299d77687adf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/197,225,cF8,"['C', 'Sr']",0.836,0.119,,,,1.26395,4,91.4969,5.677347253635908,,,,,
C2Sr2,aflow:7952022f8fa58feb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/196,225,cF8,"['C', 'Sr']",0.836,0.119,,,,1.26382,4,91.4596,5.676575665252712,,,,,
C2Sr2,aflow:fb8b2f41bd719de6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/77,225,cF8,"['C', 'Sr']",0.836,0.119,,,,1.26405,4,91.5017,5.67744653128098,,,,,
C2Ta2,aflow:0904a407dfa958a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/14,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.589863,4,44.9937,4.481195604575396,,,,,
C2Ta2,aflow:0dab6d6d1deeaaca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/448,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.583808,4,44.9995,4.481388148700333,,,,,
C2Ta2,aflow:1ffc07a11d537f03,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/77,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.584109,4,45.0213,4.48211170110941,,,,,
C2Ta2,aflow:5354cc0ad290ebc9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/119,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.582902,4,45.0151,4.481905943921291,,,,,
C2Ta2,aflow:b0e922735c83c72b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/197,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.58838,4,45.0164,4.481949088122829,,,,,
C2Ta2,aflow:bb892469ce386a0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/74,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.582815,4,45.0417,4.48278857532864,,,,,
C2Ta2,aflow:f51a0b81c710ac46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/20,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.582712,4,45.0263,4.482277620566266,,,,,
C2Ti2,aflow:2982dddbcd2c49f7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/20,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818171,4,40.8089,4.337721130833617,,,,,
C2Ti2,aflow:32264dc2b6024293,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/74,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.817975,4,40.8112,4.33780262099202,,,,,
C2Ti2,aflow:66d67289b490dc0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/119,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.817984,4,40.8114,4.3378097069480575,,,,,
C2Ti2,aflow:7da4b6fd20a0bf97,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/14,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.816734,4,40.8078,4.337682156197232,,,,,
C2Ti2,aflow:901ebbe43f826f44,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/197,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.821028,4,40.8026,4.33749790297966,,,,,
C2Ti2,aflow:a88d6615efa509d6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/71,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.820968,4,40.7976,4.3373207216607765,,,,,
C2Ti2,aflow:da72b3bb0563baf4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/77,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818819,4,40.8105,4.3377778199635815,,,,,
C2Ti2,aflow:e3f4b39b8bf25027,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/447,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818985,4,40.8081,4.337692785712978,,,,,
C2Ti2,aflow:e44e74bc3018f887,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/448,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818986,4,40.8139,4.337898279445278,,,,,
C2Ti2,aflow:f658528958f9b1a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/196,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.821031,4,40.8029,4.337508533398488,,,,,
C2Tl2,aflow:1c15065436751a11,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/119,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10479,4,63.9311,5.037875038525405,,,,,
C2Tl2,aflow:3b0798118253759c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/77,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10351,4,63.9015,5.0370974090600305,,,,,
C2Tl2,aflow:7be4d975b7aaed35,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/20,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10329,4,63.9059,5.037213017822105,,,,,
C2Tl2,aflow:e28c39fb8b8b8bdc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/448,225,cF8,"['C', 'Tl']",0.0,0.0,,,,2.10403,4,63.8748,5.036395760238093,,,,,
C2V2,aflow:39f5f3311dd949b2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/448,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.41763,4,36.0899,4.1636277218721185,,,,,
C2V2,aflow:69b7ceb04abf1579,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/77,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.417072,4,36.0963,4.163873826206149,,,,,
C2V2,aflow:86c5d20d9ef2fd3c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/71,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.420524,4,36.0891,4.163596956784659,,,,,
C2V2,aflow:93b627b29585bea4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/74,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418118,4,36.0909,4.163666177592106,,,,,
C2V2,aflow:b7d794d42f923521,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/20,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418503,4,36.0858,4.163470045992836,,,,,
C2V2,aflow:be6c8ef02e7ef704,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/197,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.420583,4,36.0853,4.163450816410029,,,,,
C2V2,aflow:db541650bb1cc506,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/119,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418126,4,36.09,4.1636315674760835,,,,,
C2V2,aflow:eca3a44e871d431c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/14,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418952,4,36.0893,4.163604648099147,,,,,
C2V2,aflow:f6462c506056a403,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/196,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.420584,4,36.0845,4.163420048708061,,,,,
C2Y2,aflow:1e6f94fea052598a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/71,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0401805,4,66.1036,5.09430608931348,,,,,
C2Y2,aflow:3cd0b9c5fb8ce296,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/197,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0401498,4,66.1138,5.094568098491543,,,,,
C2Y2,aflow:41f5994207bb8719,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/447,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0362175,4,66.0941,5.094062036914819,,,,,
C2Y2,aflow:5b197ac523249646,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/74,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0391723,4,66.0992,5.09419305742545,,,,,
C2Y2,aflow:bb2aa24d77261e7c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/20,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0360155,4,66.1066,5.094383153634118,,,,,
C2Y2,aflow:bd72e5000f7c1a0c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/14,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0404765,4,66.0865,5.093866778157557,,,,,
C2Y2,aflow:c7e1c9d53295ffe6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/77,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0356597,4,66.0861,5.093856500966188,,,,,
C2Y2,aflow:ceae281786f7eddf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/196,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0401568,4,66.1111,5.0944987457436035,,,,,
C2Y2,aflow:dd5340aa947070cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/448,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.036217,4,66.0966,5.09412626349746,,,,,
C2Y2,aflow:f0a653ec42f26286,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/119,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0390928,4,66.0833,5.0937845594654245,,,,,
C2Zn2,aflow:0590fc8afc5703a2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/448,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64651,4,42.5985,4.400223817815815,,,,,
C2Zn2,aflow:577f82edb1c99635,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/447,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.64651,4,42.6054,4.400461384124443,,,,,
C2Zn2,aflow:5a2a8b0c08d58021,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/14,225,cF8,"['C', 'Zn']",0.0,0.0,,,,1.65156,4,42.6434,4.4017692609282,,,,,
C2Zr2,aflow:57ff0c07a3703efc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/196,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.815152,4,52.6963,4.723566561248363,,,,,
C2Zr2,aflow:6665dfb5751c71f7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/447,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812525,4,52.6843,4.723207983879041,,,,,
C2Zr2,aflow:6f2f72c7f51c5134,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/20,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.813384,4,52.6805,4.723094423027725,,,,,
C2Zr2,aflow:a46ac1e8c6e16ef8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/71,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.814941,4,52.9012,4.729680887070538,,,,,
C2Zr2,aflow:b334c65577be902c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/197,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.815202,4,52.6843,4.723207983879041,,,,,
C2Zr2,aflow:cf7e5bd2764f210c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/119,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812211,4,52.6799,4.7230764918677925,,,,,
C2Zr2,aflow:e07145e137ede25a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/77,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.813144,4,52.733,4.724662872655388,,,,,
C2Zr2,aflow:ead912e5a1dcbe8a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/14,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.81068,4,52.7503,4.725179486103866,,,,,
C2Zr2,aflow:f5fefe7d8e9c0aac,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/448,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812848,4,52.6827,4.723160169449328,,,,,
C2Zr2,aflow:fde18dc823cf2b4e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/74,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.811887,4,52.7751,4.725919867938685,,,,,
C3Ga3,aflow:264658e647dcbd8b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CGa_h/136,225,cF8,"['C', 'Ga']",0.0,0.0,,,,1.21361,6,63.4862,4.390756536278209,,,,,
C3Hf3,aflow:4dc630362196c80b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/136,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.945232,6,75.4492,4.650837068766383,,,,,
C3K3,aflow:39b23367f95e21da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/136,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30597,6,176.95,6.17916465402061,,,,,
C3Nb3,aflow:add3c9ae1ab32d90,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/136,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.548735,6,67.5965,4.483539312669791,,,,,
C3Rb3,aflow:a6968d6c87126e41,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/136,225,cF8,"['C', 'Rb']",1.208,0.074,,,,2.30424,6,204.183,6.481160438419229,,,,,
C3Sc3,aflow:23af3adaaa67d862,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/136,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.136684,6,77.2345,4.687234612135557,,,,,
C3Sn3,aflow:048889c9e544f5b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/136,225,cF8,"['C', 'Sn']",0.0,0.0,,,,1.25486,6,82.5711,4.7927959060869485,,,,,
C3Ta3,aflow:2945df5489ef8baf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/136,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.588928,6,67.5039,4.4814910534308385,,,,,
C3Ti3,aflow:07cac2b048f894da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/136,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.816932,6,61.2147,4.337753018651543,,,,,
C3V3,aflow:eaf58de4617a73aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/136,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418818,6,54.1328,4.163575164572626,,,,,
C3Y3,aflow:316b947840d56d84,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/136,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0396632,6,99.1611,5.094403703725853,,,,,
C3Zr3,aflow:e3eaf97941cd6d4e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/136,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.810632,6,79.078,4.7242347643586795,,,,,
C4Cu4,aflow:06e47ca06f3b4486,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCu_pv/195,225,cF8,"['C', 'Cu']",0.0,0.0,,,,1.70193,8,74.9985,4.217135211899138,,,,,
C4Hf4,aflow:9c2a810cc0fd9a26,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/256,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.947651,8,100.559,4.650221595020363,,,,,
C4K4,aflow:23c91884ee41bec1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CK_sv/256,225,cF8,"['C', 'K']",1.219,0.066,,,,2.30599,8,236.001,6.1797553343089735,,,,,
C4Mg4,aflow:c4fe1a149e48f38c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMg_pv/195,225,cF8,"['C', 'Mg']",-0.116,-0.005,,,,1.32546,8,98.8366,4.623518493102031,,,,,
C4Nb4,aflow:dc952582ffbb8259,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/256,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.542754,8,90.0708,4.48257956245948,,,,,
C4Rb4,aflow:d268f19fce06e65d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CRb_sv/256,225,cF8,"['C', 'Rb']",1.208,0.075,,,,2.30427,8,272.058,6.4796841028750585,,,,,
C4Sc4,aflow:fd5c5403ef4e4a93,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/256,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.140642,8,102.9,4.686030650575186,,,,,
C4Si4,aflow:319f5cc871cdde67,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/195,225,cF8,"['C', 'Si']",0.0,0.0,,,,0.534996,8,66.629,4.054037532264999,,,,,
C4Ta4,aflow:e8311f34901609fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/256,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.581093,8,89.9837,4.4811341861583465,,,,,
C4Ti4,aflow:7d10363a8ae5686b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/195,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818735,8,81.6167,4.337701643602972,,,,,
C4Ti4,aflow:f614a00eb911e953,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/256,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818779,8,81.6156,4.337682156197232,,,,,
C4V4,aflow:82360f459e61253c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/256,225,cF8,"['C', 'V']",0.0,0.0,,,,-0.418783,8,72.1618,4.163281588421388,,,,,
C4Y4,aflow:b8bb8f2e6d537290,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/256,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0373582,8,132.172,5.093853931661867,,,,,
C4Y4,aflow:df32e24f6421a3aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/195,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0397724,8,132.198,5.094187919493176,,,,,
C4Zr4,aflow:318ab546041231b8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/195,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812778,8,105.471,4.724737534761522,,,,,
C4Zr4,aflow:6a86662056223701,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/4,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812776,8,105.413,4.723871309213775,,,,,
C4Zr4,aflow:c1d98b81a61a0070,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/256,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812574,8,105.469,4.724707670202231,,,,,
C8Cr8,aflow:e83abaf44bac1aa0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CCr_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Cr']",-0.115,1.364,,,,0.158124,16,138.125,4.102803951488882,,,,,
C8Hf8,aflow:3158d4e95d222094,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CHf_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Hf']",0.0,0.0,,,,-0.946631,16,201.135,4.650352615184005,,,,,
C8Mn8,aflow:5a6d104b3953086b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMn_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Mn']",-0.139,2.012,,,,0.309436,16,135.783,4.079483065995369,,,,,
C8Mo8,aflow:f69e3fdd18342b74,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CMo_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Mo']",0.0,0.0,,,,0.213787,16,168.402,4.383009545238104,,,,,
C8Nb8,aflow:febb68e476b77e4d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CNb_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Nb']",0.0,0.0,,,,-0.544768,16,180.403,4.484746709466685,,,,,
C8Sc8,aflow:403d76d901c46939,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSc_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Sc']",0.0,0.0,,,,-0.142041,16,205.805,4.686068599981579,,,,,
C8Ta8,aflow:d9d906b440b97660,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Ta']",0.0,0.0,,,,-0.586216,16,179.952,4.481006364054704,,,,,
C8Ti8,aflow:2246c9919e854e15,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/ICSD_618950.AB,225,cF8,"['C', 'Ti']",0.0,0.0,,,,-0.818546,16,163.233,4.337698100451315,,,,,
C8W8,aflow:533a769bbd0500b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'W']",0.0,0.0,,,,0.323987,16,169.27,4.390527140965533,,,,,
C8Y8,aflow:87862b4655986107,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Y']",0.0,0.0,,,,0.0367497,16,264.445,5.094502598723582,,,,,
C8Zr8,aflow:ed13bcd87f99c01a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Zr']",0.0,0.0,,,,-0.812065,16,210.793,4.723624824928996,,,,,
