compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,enthalpy_formation_atom
C2Si2,aflow:218d3eb91c1ada0b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/20,225,cF8,"['C', 'Si']",0.535505
C4Si4,aflow:319f5cc871cdde67,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/195,225,cF8,"['C', 'Si']",0.534996
C1Si1,aflow:45197fd0a3a23f9c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/201,225,cF8,"['C', 'Si']",0.534804
C2Si2,aflow:599c2c2680b0dc4f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/448,225,cF8,"['C', 'Si']",0.53588
C2Si2,aflow:6b3ba09add70ae7a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/71,225,cF8,"['C', 'Si']",0.533878
C1Si1,aflow:6ecd750cae69a5af,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/720.BA,225,cF8,"['C', 'Si']",0.534804
C2Si2,aflow:91b627fbce6a677e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/447,225,cF8,"['C', 'Si']",0.535879
C2Si2,aflow:bfa9c5c1c9d08d62,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/77,225,cF8,"['C', 'Si']",0.535275
C2Si2,aflow:c1685ee0df37ff6b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/196,225,cF8,"['C', 'Si']",0.533838
C1Si1,aflow:ef32d5a7ebf3e5f2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/720.AB,225,cF8,"['C', 'Si']",0.534804
C2Si2,aflow:f30eea1678441288,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSi/119,225,cF8,"['C', 'Si']",0.534996
C3Sn3,aflow:048889c9e544f5b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/136,225,cF8,"['C', 'Sn']",1.25486
C2Sn2,aflow:18a2da2b1ee4a6cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/448,225,cF8,"['C', 'Sn']",1.25606
C1Sn1,aflow:1e78c439814d5281,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/4,225,cF8,"['C', 'Sn']",1.25588
C2Sn2,aflow:26748400b7b5df21,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/14,225,cF8,"['C', 'Sn']",1.25556
C2Sn2,aflow:331ac7b6680dce86,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/197,225,cF8,"['C', 'Sn']",1.25852
C1Sn1,aflow:4edd427104c9fb1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/720.BA,225,cF8,"['C', 'Sn']",1.25588
C2Sn2,aflow:74ed1f42aa8434ad,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/119,225,cF8,"['C', 'Sn']",1.25396
C2Sn2,aflow:9325b7b502e56b54,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/447,225,cF8,"['C', 'Sn']",1.25606
C2Sn2,aflow:95e163d9ccfdf13a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/71,225,cF8,"['C', 'Sn']",1.25854
C1Sn1,aflow:9afc4e2c29b9f9ba,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/720.AB,225,cF8,"['C', 'Sn']",1.25588
C2Sn2,aflow:a5977d42c7dbde7f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/20,225,cF8,"['C', 'Sn']",1.25683
C2Sn2,aflow:cbcd25e3695174ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/77,225,cF8,"['C', 'Sn']",1.25343
C2Sn2,aflow:ec50b93cd4027b1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/196,225,cF8,"['C', 'Sn']",1.25852
C1Sn1,aflow:fb0d6579570dda0b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSn/201,225,cF8,"['C', 'Sn']",1.25588
C2Sr2,aflow:0413e4f7ed7fc0e5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/20,225,cF8,"['C', 'Sr']",1.26448
C2Sr2,aflow:50020e5c2ccf2c32,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/71,225,cF8,"['C', 'Sr']",1.26385
C2Sr2,aflow:509ca2c6949635a8,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/14,225,cF8,"['C', 'Sr']",1.26395
C1Sr1,aflow:53e685060123bff2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/201,225,cF8,"['C', 'Sr']",1.26401
C1Sr1,aflow:675313cff915f8b6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/4,225,cF8,"['C', 'Sr']",1.26414
C2Sr2,aflow:6954299d77687adf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/197,225,cF8,"['C', 'Sr']",1.26395
C2Sr2,aflow:7952022f8fa58feb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/196,225,cF8,"['C', 'Sr']",1.26382
C1Sr1,aflow:c6a8052f611726b7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/720.BA,225,cF8,"['C', 'Sr']",1.26401
C1Sr1,aflow:f0851c368b3f8138,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/720.AB,225,cF8,"['C', 'Sr']",1.26401
C2Sr2,aflow:fb8b2f41bd719de6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CSr_sv/77,225,cF8,"['C', 'Sr']",1.26405
C2Ta2,aflow:0904a407dfa958a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/14,225,cF8,"['C', 'Ta']",-0.589863
C2Ta2,aflow:0dab6d6d1deeaaca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/448,225,cF8,"['C', 'Ta']",-0.583808
C1Ta1,aflow:16b5cf4c60a289b4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618833.AB,225,cF8,"['C', 'Ta']",-0.580638
C2Ta2,aflow:1ffc07a11d537f03,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/77,225,cF8,"['C', 'Ta']",-0.584109
C1Ta1,aflow:1fa5bb5d729eb84c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618835.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:20c624e111c9a9ca,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/4,225,cF8,"['C', 'Ta']",-0.580548
C3Ta3,aflow:2945df5489ef8baf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/136,225,cF8,"['C', 'Ta']",-0.588928
C1Ta1,aflow:33a8e5c522b7752e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_53974.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:38df8e97de7a57f3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_26956.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:486508c449f686ce,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618820.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:51ba51b5f336d6ee,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_38239.AB,225,cF8,"['C', 'Ta']",-0.580638
C2Ta2,aflow:5354cc0ad290ebc9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/119,225,cF8,"['C', 'Ta']",-0.582902
C1Ta1,aflow:5ec5d09d612077e7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_155163.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:6180206ef4d9c79f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618823.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:6103d0dbe0ca7fcd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_44497.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:665a13c2c6cf0629,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_43525.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:7443527ec9d352fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618830.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:7b5348a6157d93ea,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618831.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:834020e563939161,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/720.BA,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:854da1ed42315d57,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618828.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:915d3d478dc28c31,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_601144.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:91751653e073f9b0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/201,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:aae8515c1b981633,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/720.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:ad7c066ed15fcdc2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_159875.AB,225,cF8,"['C', 'Ta']",-0.580638
C2Ta2,aflow:b0e922735c83c72b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/197,225,cF8,"['C', 'Ta']",-0.58838
C1Ta1,aflow:b1aafe2ec261f03a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618836.AB,225,cF8,"['C', 'Ta']",-0.580638
C2Ta2,aflow:bb892469ce386a0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/74,225,cF8,"['C', 'Ta']",-0.582815
C1Ta1,aflow:c646489e799d9f15,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618832.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:ceaa5f8a94b75c53,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618825.AB,225,cF8,"['C', 'Ta']",-0.580638
C1Ta1,aflow:cfbdc4abb794e440,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618818.AB,225,cF8,"['C', 'Ta']",-0.580638
C8Ta8,aflow:d9d906b440b97660,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Ta']",-0.586216
C1Ta1,aflow:e121c232244616bd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/ICSD_618829.AB,225,cF8,"['C', 'Ta']",-0.580638
C4Ta4,aflow:e8311f34901609fe,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/256,225,cF8,"['C', 'Ta']",-0.581093
C2Ta2,aflow:f51a0b81c710ac46,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTa_pv/20,225,cF8,"['C', 'Ta']",-0.582712
C1Tc1,aflow:5eacfd5dec85710f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/201,225,cF8,"['C', 'Tc']",0.644485
C1Tc1,aflow:9607d791266203cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/720.AB,225,cF8,"['C', 'Tc']",0.644485
C1Tc1,aflow:be238f170a039d18,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTc_pv/720.BA,225,cF8,"['C', 'Tc']",0.644485
C1Te1,aflow:2195db312fa04fd9,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/4,225,cF8,"['C', 'Te']",1.84369
C1Te1,aflow:6b9ad8a25de9312f,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/201,225,cF8,"['C', 'Te']",1.84368
C1Te1,aflow:c50bbf16ed97784c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/720.BA,225,cF8,"['C', 'Te']",1.84368
C1Te1,aflow:c9f55caf944d41cb,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTe/720.AB,225,cF8,"['C', 'Te']",1.84368
C3Ti3,aflow:07cac2b048f894da,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/136,225,cF8,"['C', 'Ti']",-0.816932
C1Ti1,aflow:16b8970d5a033170,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/201,225,cF8,"['C', 'Ti']",-0.817982
C8Ti8,aflow:2246c9919e854e15,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/ICSD_618950.AB,225,cF8,"['C', 'Ti']",-0.818546
C2Ti2,aflow:2982dddbcd2c49f7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/20,225,cF8,"['C', 'Ti']",-0.818171
C2Ti2,aflow:32264dc2b6024293,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/74,225,cF8,"['C', 'Ti']",-0.817975
C2Ti2,aflow:66d67289b490dc0d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/119,225,cF8,"['C', 'Ti']",-0.817984
C1Ti1,aflow:781a911dafe9a437,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/720.BA,225,cF8,"['C', 'Ti']",-0.817982
C4Ti4,aflow:7d10363a8ae5686b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/195,225,cF8,"['C', 'Ti']",-0.818735
C2Ti2,aflow:7da4b6fd20a0bf97,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/14,225,cF8,"['C', 'Ti']",-0.816734
C1Ti1,aflow:7e5acebb9aadd498,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/4,225,cF8,"['C', 'Ti']",-0.817987
C2Ti2,aflow:901ebbe43f826f44,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/197,225,cF8,"['C', 'Ti']",-0.821028
C1Ti1,aflow:9508a58c4b74bdba,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/720.AB,225,cF8,"['C', 'Ti']",-0.817982
C2Ti2,aflow:a88d6615efa509d6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/71,225,cF8,"['C', 'Ti']",-0.820968
C1Ti1,aflow:ba8d9b4b90e96c63,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/ICSD_1546.AB,225,cF8,"['C', 'Ti']",-0.817982
C2Ti2,aflow:da72b3bb0563baf4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/77,225,cF8,"['C', 'Ti']",-0.818819
C2Ti2,aflow:e3f4b39b8bf25027,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/447,225,cF8,"['C', 'Ti']",-0.818985
C2Ti2,aflow:e44e74bc3018f887,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/448,225,cF8,"['C', 'Ti']",-0.818986
C2Ti2,aflow:f658528958f9b1a3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/196,225,cF8,"['C', 'Ti']",-0.821031
C4Ti4,aflow:f614a00eb911e953,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTi_sv/256,225,cF8,"['C', 'Ti']",-0.818779
C1Tl1,aflow:08ab16fce5f5c852,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/4,225,cF8,"['C', 'Tl']",2.10551
C2Tl2,aflow:1c15065436751a11,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/119,225,cF8,"['C', 'Tl']",2.10479
C2Tl2,aflow:3b0798118253759c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/77,225,cF8,"['C', 'Tl']",2.10351
C1Tl1,aflow:50a5847f088308f0,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/201,225,cF8,"['C', 'Tl']",2.10549
C2Tl2,aflow:7be4d975b7aaed35,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/20,225,cF8,"['C', 'Tl']",2.10329
C1Tl1,aflow:87aa7a76ded20ac3,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.AB,225,cF8,"['C', 'Tl']",2.10549
C1Tl1,aflow:becbc8b7468a7e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tl1_ICSD_618972,225,cF8,"['C', 'Tl']",2.10401
C2Tl2,aflow:e28c39fb8b8b8bdc,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/448,225,cF8,"['C', 'Tl']",2.10403
C1Tl1,aflow:e58dcd46603ab245,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CTl_d/720.BA,225,cF8,"['C', 'Tl']",2.10549
C2V2,aflow:39f5f3311dd949b2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/448,225,cF8,"['C', 'V']",-0.41763
C2V2,aflow:69b7ceb04abf1579,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/77,225,cF8,"['C', 'V']",-0.417072
C4V4,aflow:82360f459e61253c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/256,225,cF8,"['C', 'V']",-0.418783
C2V2,aflow:86c5d20d9ef2fd3c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/71,225,cF8,"['C', 'V']",-0.420524
C1V1,aflow:8b5f884504829e1b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/201,225,cF8,"['C', 'V']",-0.417541
C1V1,aflow:8e76017762757622,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/ICSD_22263.AB,225,cF8,"['C', 'V']",-0.417541
C2V2,aflow:93b627b29585bea4,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/74,225,cF8,"['C', 'V']",-0.418118
C2V2,aflow:b7d794d42f923521,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/20,225,cF8,"['C', 'V']",-0.418503
C2V2,aflow:be6c8ef02e7ef704,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/197,225,cF8,"['C', 'V']",-0.420583
C1V1,aflow:c022bd1db7c1886c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.AB,225,cF8,"['C', 'V']",-0.417541
C1V1,aflow:c847914e3c1cfe89,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/720.BA,225,cF8,"['C', 'V']",-0.417541
C2V2,aflow:db541650bb1cc506,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/119,225,cF8,"['C', 'V']",-0.418126
C1V1,aflow:ddddd47e0d1a9920,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/4,225,cF8,"['C', 'V']",-0.417512
C3V3,aflow:eaf58de4617a73aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/136,225,cF8,"['C', 'V']",-0.418818
C2V2,aflow:eca3a44e871d431c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/14,225,cF8,"['C', 'V']",-0.418952
C2V2,aflow:f6462c506056a403,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CV_sv/196,225,cF8,"['C', 'V']",-0.420584
C1W1,aflow:3ba33e48dfe4bc47,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/ICSD_162417.AB,225,cF8,"['C', 'W']",0.323249
C1W1,aflow:3f3f90aa4d09e98b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/201,225,cF8,"['C', 'W']",0.323249
C1W1,aflow:52a41a645fcadd87,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.BA,225,cF8,"['C', 'W']",0.323249
C8W8,aflow:533a769bbd0500b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'W']",0.323987
C1W1,aflow:c69489fa75f20757,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/4,225,cF8,"['C', 'W']",0.323272
C1W1,aflow:d271a00fd1507c60,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CW_pv/720.AB,225,cF8,"['C', 'W']",0.323249
C1Y1,aflow:10e56bff43e34aa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_181049,225,cF8,"['C', 'Y']",0.036698
C1Y1,aflow:11d5b81bac418806,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.AB,225,cF8,"['C', 'Y']",0.0365415
C1Y1,aflow:18f2996d8a7a43b1,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/201,225,cF8,"['C', 'Y']",0.0365415
C2Y2,aflow:1e6f94fea052598a,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/71,225,cF8,"['C', 'Y']",0.0401805
C1Y1,aflow:2f8e92a208357168,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/4,225,cF8,"['C', 'Y']",0.036549
C3Y3,aflow:316b947840d56d84,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/136,225,cF8,"['C', 'Y']",0.0396632
C2Y2,aflow:3cd0b9c5fb8ce296,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/197,225,cF8,"['C', 'Y']",0.0401498
C2Y2,aflow:41f5994207bb8719,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/447,225,cF8,"['C', 'Y']",0.0362175
C1Y1,aflow:47013f976c7d433b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_183159,225,cF8,"['C', 'Y']",0.036699
C2Y2,aflow:5b197ac523249646,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/74,225,cF8,"['C', 'Y']",0.0391723
C8Y8,aflow:87862b4655986107,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/AB_cF64_227_cd_e-001.AB,225,cF8,"['C', 'Y']",0.0367497
C1Y1,aflow:9e2da810bd4f6d2e,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/720.BA,225,cF8,"['C', 'Y']",0.0365415
C4Y4,aflow:b8bb8f2e6d537290,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/256,225,cF8,"['C', 'Y']",0.0373582
C2Y2,aflow:bb2aa24d77261e7c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/20,225,cF8,"['C', 'Y']",0.0360155
C2Y2,aflow:bd72e5000f7c1a0c,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/14,225,cF8,"['C', 'Y']",0.0404765
C2Y2,aflow:c7e1c9d53295ffe6,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/77,225,cF8,"['C', 'Y']",0.0356597
C2Y2,aflow:ceae281786f7eddf,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/196,225,cF8,"['C', 'Y']",0.0401568
C2Y2,aflow:dd5340aa947070cd,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/448,225,cF8,"['C', 'Y']",0.036217
C4Y4,aflow:df32e24f6421a3aa,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/195,225,cF8,"['C', 'Y']",0.0397724
C2Y2,aflow:f0a653ec42f26286,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CY_sv/119,225,cF8,"['C', 'Y']",0.0390928
C2Zn2,aflow:0590fc8afc5703a2,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/448,225,cF8,"['C', 'Zn']",1.64651
C1Zn1,aflow:17cb7abd40129e04,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.AB,225,cF8,"['C', 'Zn']",1.64964
C1Zn1,aflow:217a6e466b8990d7,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/201,225,cF8,"['C', 'Zn']",1.64964
C2Zn2,aflow:577f82edb1c99635,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/447,225,cF8,"['C', 'Zn']",1.64651
C2Zn2,aflow:5a2a8b0c08d58021,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/14,225,cF8,"['C', 'Zn']",1.65156
C1Zn1,aflow:7849839d99bed0b5,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/720.BA,225,cF8,"['C', 'Zn']",1.64964
C1Zn1,aflow:a365464a2a371255,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZn/4,225,cF8,"['C', 'Zn']",1.64965
C1Zr1,aflow:03eb1cb4fb561e6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619174,225,cF8,"['C', 'Zr']",-0.812584
C1Zr1,aflow:0fcac9b5bc44e7f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619170,225,cF8,"['C', 'Zr']",-0.812584
C1Zr1,aflow:0f48656c8f1dcb62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_181092,225,cF8,"['C', 'Zr']",-0.812472
C1Zr1,aflow:139a4974beb024ec,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/ICSD_22264.AB,225,cF8,"['C', 'Zr']",-0.812487
C1Zr1,aflow:133de7a2c68574c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619154,225,cF8,"['C', 'Zr']",-0.812585
C1Zr1,aflow:15da08280f56843c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619155,225,cF8,"['C', 'Zr']",-0.812585
C1Zr1,aflow:18dba5d40dc304e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619166,225,cF8,"['C', 'Zr']",-0.812584
C1Zr1,aflow:183cdd9f310af68b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619173,225,cF8,"['C', 'Zr']",-0.812584
C1Zr1,aflow:196e8a1e0249f742,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/CZr_sv/720.AB,225,cF8,"['C', 'Zr']",-0.812487
C1Zr1,aflow:1f976b430cdd9d6c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Zr1_ICSD_619175,225,cF8,"['C', 'Zr']",-0.812584
